# GAME/OPEN source audit against master 6f96b76874dd; see docs/patterns/shared-game-open-code.md.
image	va	name	counterpart_image	counterpart	original_source	source	unit	verdict	reason
GAME.EXE	0x800205d4	render_bind_animated_instance			src/game/pool.c	src/game/pool.c	game.pool	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80020978	pool_reset			src/game/pool.c	src/game/pool.c	game.pool	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800209a8	pool_mark_allocated			src/game/pool.c	src/game/pool.c	game.pool	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800209e4	pool_record_release			src/game/pool.c	src/game/pool.c	game.pool	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80020a2c	pool_release_all			src/game/pool.c	src/game/pool.c	game.pool	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80020a98	pool_release_stale			src/game/pool.c	src/game/pool.c	game.pool	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80020b04	pool_allocate			src/game/pool.c	src/game/pool.c	game.pool	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80020b4c	item_load_floor_placements	OPEN.EXE	item_load_floor_placements	src/game/item.c	src/shared/floor_item_load.inc	game.item	consolidated	One implementation with per-image bindings; original TU, profile, data owners, and instruction behavior retained.
GAME.EXE	0x80020cfc	item_load_database			src/game/item.c	src/game/item.c	game.item	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800212d8	item_menu_root			src/game/item.c	src/game/item.c	game.item	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80021538	item_menu_buy			src/game/item.c	src/game/item.c	game.item	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80021afc	item_menu_sell			src/game/item.c	src/game/item.c	game.item	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80021ffc	item_pickup_confirm			src/game/item.c	src/game/item.c	game.item	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800222b4	menu_save_confirm			src/game/menu.c	src/game/menu.c	game.menu	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80022348	menu_root			src/game/menu.c	src/game/menu.c	game.menu	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80022608	menu_use_item_panel			src/game/menu.c	src/game/menu.c	game.menu	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80022d7c	menu_map_viewer			src/game/menu_map_viewer.c	src/game/menu_map_viewer.c	game.menu_map_viewer	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002317c	menu_magic_panel			src/game/menu_panels.c	src/game/menu_panels.c	game.menu_panels	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800236ac	menu_option_root			src/game/menu_panels.c	src/game/menu_panels.c	game.menu_panels	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800238d8	menu_equip_select			src/game/menu_select.c	src/game/menu_select.c	game.menu_select	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80023e9c	menu_spell_select			src/game/menu_select.c	src/game/menu_select.c	game.menu_select	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002430c	menu_status_panel			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800249a8	menu_drop_item			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80024e64	menu_save_load_hub			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800250c4	menu_save_panel			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002552c	menu_load_panel			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002589c	menu_config_panel			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80025da0	menu_config_panel_draw			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80025f38	menu_draw_stats_header			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800264d8	menu_draw_status_details			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002718c	menu_draw_name_list			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800279c4	menu_item_model_preview			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80027b7c	menu_draw_item_detail			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80027e58	menu_add_marker_quad			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80027ea0	menu_add_frame_quad			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80027ee4	menu_draw_dialog_frame			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80028380	menu_list_interact			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800286d4	menu_two_option_prompt			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80028914	menu_draw_window			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80028a70	menu_list_render			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800291ec	menu_draw_two_option			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800292f8	menu_draw_item_name_frame			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80029ab0	menu_blit_sprite_translucent			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80029c50	menu_blit_sprite			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80029de0	menu_draw_string			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002a310	menu_draw_number			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002a510	menu_draw_window_backdrop			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002abb4	menu_frame_begin			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002ac34	menu_present_frame			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002accc	primitive_buffer_begin_poly_ft4			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002ad1c	primitive_buffer_commit_poly_ft4			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002ad6c	menu_list_init			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002adf8	menu_format_number			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002aea4	menu_load_item_model			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002af0c	menu_release_item_model			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002af48	menu_load_item_texture			src/game/menu_runtime.c	src/game/menu_runtime.c	game.menu_runtime	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002b078	save_system_read_catalog			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002b150	menu_play_input_sound			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002b1d4	memory_card_initialize			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002b2d4	memory_card_shutdown_events			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002b334	memory_card_begin_status_check			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002b36c	memory_card_clear_events			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002b3c4	memory_card_wait_event			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002b480	memory_card_undeliver_events			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002b4d8	memory_card_check_or_format			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002b5d0	memory_card_format			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002b648	save_system_write_slot			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002b73c	save_file_write_slot			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002bc30	save_system_read_header			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002bd08	save_file_read_header			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002bde4	save_system_read_slot			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002beb0	save_file_read_slot			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002c27c	save_workspace_allocate			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002c2e4	save_workspace_release			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002c304	save_file_initialize_buffers			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002c510	memory_card_show_status_message			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002c5e0	menu_load_message_image			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002c70c	save_file_cleanup_temporary			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002c794	screen_show_image_until_input			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002c9d4	talk_show_dialogue_page			src/game/save_system.c	src/game/save_system.c	game.save_system	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002ca78	actor_pool_find_free			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002cab4	func_8002cab4			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002cad4	actor_set_player_transform			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002cb44	actor_update_cell_from_position			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002cbb8	actor_set_position			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002cc54	actor_set_rotation			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002cc64	actor_initialize			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002cd28	actor_initialize_current			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002cdcc	actor_initialize_slot			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002ce88	actor_pool_clear			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002cec8	actor_set_action			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002ced4	actor_pool_spawn			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002cf84	actor_pool_begin_death_by_definition			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002d078	combat_calculate_damage_component			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002d120	actor_apply_damage			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002d4a8	actor_pool_apply_radial_damage			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002d6a0	actor_try_attack_player			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002d7f8	actor_pool_find_target_in_cone			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002d97c	actor_distance_to_point			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002da6c	actor_pool_find_overlap			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002dbb0	actor_bind_current			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002dc3c	actor_advance_animation_wrapped			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002dc70	actor_advance_animation_clamped			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002dccc	actor_animation_crossed_phase			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002dcfc	actor_play_sound_at_phase			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002dd94	actor_try_select_action_distance_facing			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002deb4	actor_try_select_ground_action			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002e018	actor_try_select_facing_action			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002e0f0	actor_try_select_profiled_action			src/game/actor.c	src/game/actor.c	game.actor	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002e2e8	actor_select_next_action			src/game/actor_behavior.c	src/game/actor_behavior.c	game.actor_behavior	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002e6a8	actor_update_awareness			src/game/actor_behavior.c	src/game/actor_behavior.c	game.actor_behavior	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002e954	actor_move_xz_with_collision			src/game/actor_behavior.c	src/game/actor_behavior.c	game.actor_behavior	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002ed00	actor_move_along_heading			src/game/actor_behavior.c	src/game/actor_behavior.c	game.actor_behavior	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002edd4	actor_spawn_action_effect			src/game/actor_behavior.c	src/game/actor_behavior.c	game.actor_behavior	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002f228	actor_prepare_charge_toward_player			src/game/actor_behavior.c	src/game/actor_behavior.c	game.actor_behavior	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002f31c	actor_apply_horizontal_movement			src/game/actor_behavior.c	src/game/actor_behavior.c	game.actor_behavior	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002f468	actor_update_effect_action			src/game/actor_behavior.c	src/game/actor_behavior.c	game.actor_behavior	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002f558	actor_apply_random_movement			src/game/actor_behavior.c	src/game/actor_behavior.c	game.actor_behavior	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002f8cc	actor_update_boss_death_sequence			src/game/actor_behavior.c	src/game/actor_behavior.c	game.actor_behavior	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x8002fa88	actor_update_current_action			src/game/actor_behavior.c	src/game/actor_behavior.c	game.actor_behavior	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80030818	actor_pool_update			src/game/actor_pool.c	src/game/actor_pool.c	game.actor_pool	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800308c0	actor_pool_load_placements			src/game/actor_pool.c	src/game/actor_pool.c	game.actor_pool	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80030a6c	actor_definitions_load			src/game/actor_pool.c	src/game/actor_pool.c	game.actor_pool	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80030a98	map_apply_copy_region			src/game/map_object_pool.c	src/game/map_object_pool.c	game.map_object_pool	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80030c7c	map_object_mark_collision_edge			src/game/map_object_pool.c	src/game/map_object_pool.c	game.map_object_pool	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80030eb8	map_object_probe_forward			src/game/map_object_pool.c	src/game/map_object_pool.c	game.map_object_pool	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80030f7c	map_object_pool_clear	OPEN.EXE	opening_entity_pool_reset	src/game/map_object_pool.c	src/game/map_object_pool.c	game.map_object_pool	distinct-analogue	Different pool record layouts and lifetime/state reset contracts.
GAME.EXE	0x80030fdc	map_object_definitions_load			src/game/map_object_pool.c	src/game/map_object_pool.c	game.map_object_pool	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80031008	map_object_pool_load	OPEN.EXE	opening_entity_pool_load_placements	src/game/map_object_pool.c	src/game/map_object_pool.c	game.map_object_pool	distinct-analogue	Different placement record consumers and entity lifetime initialization.
GAME.EXE	0x80031450	map_object_distance_to_point			src/game/map_object_pool.c	src/game/map_object_pool.c	game.map_object_pool	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800314f8	map_object_pool_find_near_point			src/game/map_object_pool.c	src/game/map_object_pool.c	game.map_object_pool	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800315c4	map_object_pool_find_interaction_from			src/game/map_object.c	src/game/map_object.c	game.map_object	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80031784	map_object_start_action_if_idle			src/game/map_object.c	src/game/map_object.c	game.map_object	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800317a4	map_object_effect_pool_acquire			src/game/map_object.c	src/game/map_object.c	game.map_object	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80031834	map_object_spawn_effect			src/game/map_object.c	src/game/map_object.c	game.map_object	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800319c8	map_object_spawn_actor_debris			src/game/map_object.c	src/game/map_object.c	game.map_object	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80031b54	map_object_pool_trigger_link			src/game/map_object.c	src/game/map_object.c	game.map_object	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80031c44	map_object_pool_clear_link			src/game/map_object.c	src/game/map_object.c	game.map_object	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80031cc8	map_object_pool_update			src/game/map_object.c	src/game/map_object.c	game.map_object	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x800328e0	audio_initialize	OPEN.EXE	audio_initialize	src/game/audio.c	src/game/audio.c	game.audio	distinct-behavior	Different reverb, volumes, buffer allocation, and initialized state.
GAME.EXE	0x80032984	audio_load_vab	OPEN.EXE	audio_load_vab	src/game/audio.c	src/game/audio.c	game.audio	distinct-behavior	Different fade/stop/error handling; OPEN waits 100 frames after loading.
GAME.EXE	0x80032a4c	audio_play_map_sequence	OPEN.EXE	audio_play_sequence_file	src/game/audio.c	src/game/audio.c	game.audio	distinct-analogue	OPEN takes a sequence asset directly; GAME chooses and manages map audio state.
GAME.EXE	0x80032b5c	audio_stop_sequence_fade			src/game/audio.c	src/game/audio.c	game.audio	image-specific	GAME gameplay/state implementation with no equivalent OPEN body in the complete source comparison.
GAME.EXE	0x80032bdc	audio_stop_sequence_master_fade	OPEN.EXE	audio_stop_sequence	src/game/audio.c	src/game/audio.c	game.audio	distinct-analogue	Related fade loop but different volume/state and sequence lifecycle.
GAME.EXE	0x80032c78	audio_shutdown	OPEN.EXE	audio_shutdown	src/game/audio.c	src/shared/audio_shutdown.inc	game.audio	consolidated	One implementation with per-image bindings; original TU, profile, data owners, and instruction behavior retained.
GAME.EXE	0x80032cb0	audio_close_vab	OPEN.EXE	audio_close_vab	src/game/audio.c	src/game/audio.c	game.audio	distinct-behavior	OPEN checks for a loaded bank; GAME closes unconditionally.
GAME.EXE	0x80032cf0	audio_play_spatial	OPEN.EXE	audio_play_spatial	src/game/audio.c	src/game/audio.c	game.audio	distinct-behavior	Different attenuation, pan, clamp, and tone-selection behavior.
GAME.EXE	0x80032fb8	audio_play_spatial_default_range	OPEN.EXE	audio_play_spatial_default_range	src/game/audio.c	src/shared/audio_spatial_helpers.inc	game.audio	consolidated	One implementation with per-image bindings; original TU, profile, data owners, and instruction behavior retained.
