# MANUALLY MANAGED - admitted WIP retail function census; one row per current start.
# Seed/audit tooling writes build/retail-seed only; review and edit this file by hand.
# Each address is qualified by image because GAME.EXE and OPEN.EXE are separate overlays.
# Function extents are WIP and may include owned jump tables/padding or miss indirect-only code.
# Independent MIPS carving added anonymous frame/return candidates with explicit confidence.
image	va	file_offset	size	body_size	fragments	kind	confidence	name	labels	provenance	note
GAME.EXE	0x8003b248	0x29a48	0x2c	0x2c	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x8003b274	0x29a74	0x70	0x70	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x8003b2e4	0x29ae4	0x12c	0x12c	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003b410	0x29c10	0xa8	0xa8	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003b4b8	0x29cb8	0x30	0x30	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003b4e8	0x29ce8	0x98	0x98	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003b580	0x29d80	0x2c	0x2c	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003b5ac	0x29dac	0x31c	0x31c	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003b8c8	0x2a0c8	0x34	0x34	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return+relocation-candidate
GAME.EXE	0x8003b8fc	0x2a0fc	0x120	0x120	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003ba1c	0x2a21c	0x124	0x124	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003bb40	0x2a340	0x158	0x158	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003bc98	0x2a498	0x124	0x124	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003bdbc	0x2a5bc	0x394	0x394	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003c150	0x2a950	0x100	0x100	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003c250	0x2aa50	0x120	0x120	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003c370	0x2ab70	0xc8	0xc8	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003c438	0x2ac38	0x128	0x128	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return+relocation-candidate
GAME.EXE	0x8003c560	0x2ad60	0x10	0x10	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x8003c570	0x2ad70	0x50	0x50	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003c5c0	0x2adc0	0x78	0x78	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x8003c638	0x2ae38	0x28	0x28	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return+relocation-candidate
GAME.EXE	0x8003c660	0x2ae60	0x28	0x28	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return+relocation-candidate
GAME.EXE	0x8003c688	0x2ae88	0x28	0x28	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return+relocation-candidate
GAME.EXE	0x8003c6b0	0x2aeb0	0x8	0x8	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code+relocation-candidate
GAME.EXE	0x8003c6b8	0x2aeb8	0x80	0x80	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return+relocation-candidate
GAME.EXE	0x8003c738	0x2af38	0x28	0x28	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return+relocation-candidate
GAME.EXE	0x8003c760	0x2af60	0x28	0x28	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return+relocation-candidate
GAME.EXE	0x8003c788	0x2af88	0x3c	0x3c	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return+relocation-candidate
GAME.EXE	0x8003c7c4	0x2afc4	0x4c	0x4c	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return+relocation-candidate
GAME.EXE	0x8003c810	0x2b010	0x2c8	0x2c8	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003cad8	0x2b2d8	0x20	0x20	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003caf8	0x2b2f8	0x2a0	0x2a0	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003cd98	0x2b598	0x94	0x94	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003ce2c	0x2b62c	0x224	0x224	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003d050	0x2b850	0x30	0x30	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003d080	0x2b880	0xc8	0xc8	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003d148	0x2b948	0x2c	0x2c	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x8003d174	0x2b974	0x158	0x158	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003d2cc	0x2bacc	0x58	0x58	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x8003d32c	0x2bb2c	0x48	0x48	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x8003d374	0x2bb74	0x38	0x38	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x8003d3bc	0x2bbbc	0x58	0x58	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x8003d414	0x2bc14	0x64	0x64	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x8003d478	0x2bc78	0x70	0x70	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x8003d4e8	0x2bce8	0xcc	0xcc	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x8003d5b4	0x2bdb4	0x3c	0x3c	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code+relocation-candidate
GAME.EXE	0x8003d5f0	0x2bdf0	0xb4	0xb4	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x8003d6a4	0x2bea4	0x20	0x20	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code+relocation-candidate
GAME.EXE	0x8003d6c4	0x2bec4	0x9b4	0x9b4	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return+relocation-candidate
GAME.EXE	0x8003e078	0x2c878	0x18c	0x18c	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return+relocation-candidate
GAME.EXE	0x8003e204	0x2ca04	0x30	0x30	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code+relocation-candidate
GAME.EXE	0x8003e234	0x2ca34	0x24	0x24	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x8003e258	0x2ca58	0x38	0x38	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003e290	0x2ca90	0x3c	0x3c	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x8003e2cc	0x2cacc	0x84	0x84	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003e350	0x2cb50	0xf0	0xf0	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003e440	0x2cc40	0x1ac	0x1ac	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003e5ec	0x2cdec	0xc0	0xc0	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003e6ac	0x2ceac	0x1c	0x1c	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003e6c8	0x2cec8	0x278	0x278	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003e940	0x2d140	0x70	0x70	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003e9b0	0x2d1b0	0x14c	0x14c	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003eafc	0x2d2fc	0x60	0x60	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003eb5c	0x2d35c	0x30	0x30	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003eb8c	0x2d38c	0x30	0x30	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003ebbc	0x2d3bc	0x58	0x58	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003ec14	0x2d414	0x238	0x238	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003ee4c	0x2d64c	0x8	0x8	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003ee54	0x2d654	0x8	0x8	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x8003ee5c	0x2d65c	0xec	0xec	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003ef48	0x2d748	0x28c	0x28c	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003f1d4	0x2d9d4	0x27c	0x27c	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003f450	0x2dc50	0x28	0x28	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003f478	0x2dc78	0xa28	0xa28	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8003fea0	0x2e6a0	0x184	0x184	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80040024	0x2e824	0x11c	0x11c	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80040140	0x2e940	0x4d0	0x4d0	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80040610	0x2ee10	0x194	0x194	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x800407a4	0x2efa4	0x398	0x398	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80040b3c	0x2f33c	0x12c	0x12c	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80040c68	0x2f468	0x1c	0x1c	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x80040c84	0x2f484	0x1c	0x1c	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x80040ca0	0x2f4a0	0x64	0x64	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code+relocation-candidate
GAME.EXE	0x80040d04	0x2f504	0x30	0x30	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x80040d34	0x2f534	0x1dc	0x1dc	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80040f10	0x2f710	0x130	0x130	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80041040	0x2f840	0x30	0x30	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80041070	0x2f870	0x4f4	0x4f4	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80041564	0x2fd64	0x2fc	0x2fc	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80041860	0x30060	0x70	0x70	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x800418d0	0x300d0	0x2c0	0x2c0	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80041b90	0x30390	0x35c	0x35c	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return+relocation-candidate
GAME.EXE	0x80041eec	0x306ec	0x2a8	0x2a8	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x80042194	0x30994	0x70	0x70	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80042204	0x30a04	0x28	0x28	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8004222c	0x30a2c	0x7c	0x7c	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x800422b0	0x30ab0	0xa8	0xa8	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x80042358	0x30b58	0x14	0x14	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x8004236c	0x30b6c	0x10	0x10	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x8004237c	0x30b7c	0x10	0x10	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x8004238c	0x30b8c	0x2a0	0x2a0	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8004262c	0x30e2c	0x320	0x320	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8004294c	0x3114c	0x3b4	0x3b4	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80042d00	0x31500	0xa0	0xa0	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80042da0	0x315a0	0xbc	0xbc	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80042e5c	0x3165c	0xb0	0xb0	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80042f0c	0x3170c	0x17c	0x17c	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80043088	0x31888	0x14	0x14	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8004309c	0x3189c	0x10	0x10	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x800430ac	0x318ac	0x32c	0x32c	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x800433d8	0x31bd8	0xc8	0xc8	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code+relocation-candidate
GAME.EXE	0x800434a0	0x31ca0	0x44	0x44	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x800434ec	0x31cec	0x8c	0x8c	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x80043578	0x31d78	0x2c	0x2c	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x800435a4	0x31da4	0x90	0x90	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return+relocation-candidate
GAME.EXE	0x80043634	0x31e34	0x280	0x280	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x800438b4	0x320b4	0xd4	0xd4	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80043988	0x32188	0x404	0x404	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80043d8c	0x3258c	0x154	0x154	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80043ee0	0x326e0	0x150	0x150	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80044030	0x32830	0xf0	0xf0	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80044120	0x32920	0x34	0x34	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80044154	0x32954	0x8	0x8	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x8004415c	0x3295c	0x158	0x158	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x800442b4	0x32ab4	0x54	0x54	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80044308	0x32b08	0x70	0x70	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x80044378	0x32b78	0x50	0x50	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x800443c8	0x32bc8	0x70	0x70	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x80044438	0x32c38	0x50	0x50	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x80044488	0x32c88	0x3c	0x3c	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x800444c4	0x32cc4	0x34	0x34	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x800444f8	0x32cf8	0x34	0x34	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x8004452c	0x32d2c	0x94	0x94	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x800445c0	0x32dc0	0x8c	0x8c	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8004464c	0x32e4c	0x5c	0x5c	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x800446a8	0x32ea8	0x400	0x400	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80044aa8	0x332a8	0xd0	0xd0	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80044b78	0x33378	0x16c	0x16c	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x80044ce4	0x334e4	0x28	0x28	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80044d0c	0x3350c	0x19c	0x19c	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x80044ea8	0x336a8	0x104	0x104	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80044fac	0x337ac	0x3cc	0x3cc	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80045378	0x33b78	0x124	0x124	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x8004549c	0x33c9c	0x3c	0x3c	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x800454d8	0x33cd8	0xf8	0xf8	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x800455d0	0x33dd0	0xb4	0xb4	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x80045684	0x33e84	0xe4	0xe4	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x80045768	0x33f68	0x94	0x94	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x800457fc	0x33ffc	0x108	0x108	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80045904	0x34104	0xcc	0xcc	1	function	mips-frame-carve			scripts/kf/audit_functions.py	anonymous WIP start; stack-frame+ra-save+matching-stack-return
GAME.EXE	0x800459d0	0x341d0	0x23c	0x23c	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80045c0c	0x3440c	0x1c8	0x1c8	1	function	ghidra-analysis			Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP boundary
GAME.EXE	0x80045dd4	0x345d4	0x58	0x58	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x80045e2c	0x3462c	0x40	0x40	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x80045e6c	0x3466c	0xb0	0xb0	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
GAME.EXE	0x80045f1c	0x3471c	0x60	0x60	1	function	mips-return-carve			scripts/kf/audit_functions.py	anonymous WIP start; previous-return+return-delimited-valid-code
