# MANUALLY MANAGED - admitted WIP retail data census, including unclassified gaps.
# Seed/audit tooling writes build/retail-seed only; review and edit this file by hand.
# Each address is qualified by image because GAME.EXE and OPEN.EXE are separate overlays.
# Defined rows plus unclassified gaps account for every byte of every loaded payload.
image	va	file_offset	size	kind	confidence	name	datatype	provenance	note
GAME.EXE	0x80013d68	0x2568	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013d6c	0x256c	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013d70	0x2570	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013d74	0x2574	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013d78	0x2578	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013d7c	0x257c	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013d80	0x2580	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013d84	0x2584	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013d88	0x2588	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013d8c	0x258c	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013d90	0x2590	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013d94	0x2594	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013d98	0x2598	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013d9c	0x259c	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013da0	0x25a0	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013da4	0x25a4	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013da8	0x25a8	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013dac	0x25ac	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013db0	0x25b0	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013db4	0x25b4	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013db8	0x25b8	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013dbc	0x25bc	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013dc0	0x25c0	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013dc4	0x25c4	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013dc8	0x25c8	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013dcc	0x25cc	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013dd0	0x25d0	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013dd4	0x25d4	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013dd8	0x25d8	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013ddc	0x25dc	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013de0	0x25e0	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013de4	0x25e4	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013de8	0x25e8	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013dec	0x25ec	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013df0	0x25f0	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013df4	0x25f4	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013df8	0x25f8	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013dfc	0x25fc	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e00	0x2600	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e04	0x2604	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e08	0x2608	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e0c	0x260c	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e10	0x2610	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e14	0x2614	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e18	0x2618	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e1c	0x261c	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e20	0x2620	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e24	0x2624	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e28	0x2628	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e2c	0x262c	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e30	0x2630	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e34	0x2634	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e38	0x2638	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e3c	0x263c	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e40	0x2640	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e44	0x2644	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e48	0x2648	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e4c	0x264c	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e50	0x2650	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e54	0x2654	0x4	pointer	ghidra-defined		undefined *	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80013e58	0x2658	0x1c	string	byte-pattern		ascii	investigation:string-census	escaped text: ResetCallback: _96_remove ..
GAME.EXE	0x80013e74	0x2674	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80013e78	0x2678	0x10	string	byte-pattern		ascii	investigation:string-census	escaped text: icr error = %08x
GAME.EXE	0x80013e88	0x2688	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80013e8c	0x268c	0x1e	string	byte-pattern		ascii	investigation:string-census	escaped text: PAD_init: Bad PadIdentifier %d
GAME.EXE	0x80013eaa	0x26aa	0x2	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80013eac	0x26ac	0x1e	string	byte-pattern		ascii	investigation:string-census	escaped text: PAD_dr  : Bad PadIdentifier %d
GAME.EXE	0x80013eca	0x26ca	0x2	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80013ecc	0x26cc	0x1e	string	byte-pattern		ascii	investigation:string-census	escaped text: StopPAD : Bad PadIdentifier %d
GAME.EXE	0x80013eea	0x26ea	0x2	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80013eec	0x26ec	0x29	string	byte-pattern		ascii	investigation:string-census	escaped text: SetGraphDebug:level:%d,type:%d reverse:%d
GAME.EXE	0x80013f15	0x2715	0x3	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80013f18	0x2718	0xa	string	byte-pattern		ascii	investigation:string-census	escaped text: ClearImage
GAME.EXE	0x80013f22	0x2722	0x2	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80013f24	0x2724	0x9	string	byte-pattern		ascii	investigation:string-census	escaped text: LoadImage
GAME.EXE	0x80013f2d	0x272d	0x3	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80013f30	0x2730	0xa	string	byte-pattern		ascii	investigation:string-census	escaped text: StoreImage
GAME.EXE	0x80013f3a	0x273a	0x2	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80013f3c	0x273c	0x9	string	byte-pattern		ascii	investigation:string-census	escaped text: MoveImage
GAME.EXE	0x80013f45	0x2745	0x3	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80013f48	0x2748	0xb	string	byte-pattern		ascii	investigation:string-census	escaped text: %s:bad RECT
GAME.EXE	0x80013f53	0x2753	0x1	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80013f54	0x2754	0xf	string	byte-pattern		ascii	investigation:string-census	escaped text: (%d,%d)-(%d,%d)
GAME.EXE	0x80013f63	0x2763	0x5	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80013f68	0x2768	0x8	string	byte-pattern		ascii	investigation:string-census	escaped text: DrawPrim
GAME.EXE	0x80013f70	0x2770	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80013f74	0x2774	0x37	string	byte-pattern		ascii	investigation:string-census	escaped text: timeout:QUE=(%2d,%2d),FIFO=%d,IDEL=%d,MODE=%d,DMAC=%08X
GAME.EXE	0x80013fab	0x27ab	0x5	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80013fb0	0x27b0	0x9	string	byte-pattern		ascii	investigation:string-census	escaped text: id  =%08x
GAME.EXE	0x80013fb9	0x27b9	0x3	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80013fbc	0x27bc	0x9	string	byte-pattern		ascii	investigation:string-census	escaped text: mode=%08x
GAME.EXE	0x80013fc5	0x27c5	0x3	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80013fc8	0x27c8	0xc	string	byte-pattern		ascii	investigation:string-census	escaped text: timaddr=%08x
GAME.EXE	0x80013fd4	0x27d4	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80013fd8	0x27d8	0x10	string	byte-pattern		ascii	investigation:string-census	escaped text: analizing TMD...
GAME.EXE	0x80013fe8	0x27e8	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80013fec	0x27ec	0x25	string	byte-pattern		ascii	investigation:string-census	escaped text: \tid=%08X, flags=%d, nobj=%d, objid=%d
GAME.EXE	0x80014011	0x2811	0x3	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80014014	0x2814	0x14	string	byte-pattern		ascii	investigation:string-census	escaped text: \tvert=%08X, nvert=%d
GAME.EXE	0x80014028	0x2828	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x8001402c	0x282c	0x14	string	byte-pattern		ascii	investigation:string-census	escaped text: \tnorm=%08X, nnorm=%d
GAME.EXE	0x80014040	0x2840	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80014044	0x2844	0x14	string	byte-pattern		ascii	investigation:string-census	escaped text: \tprim=%08X, nprim=%d
GAME.EXE	0x80014058	0x2858	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x8001405c	0x285c	0x17	string	byte-pattern		ascii	investigation:string-census	escaped text: unsupported type (%08x)
GAME.EXE	0x80014073	0x2873	0x5	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80014078	0x2878	0x14	string	byte-pattern		ascii	investigation:string-census	escaped text: tpage: (%d,%d,%d,%d)
GAME.EXE	0x8001408c	0x288c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80014090	0x2890	0xd	string	byte-pattern		ascii	investigation:string-census	escaped text: clut: (%d,%d)
GAME.EXE	0x8001409d	0x289d	0x3	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x800140a0	0x28a0	0x16	string	byte-pattern		ascii	investigation:string-census	escaped text: clip (%3d,%3d)-(%d,%d)
GAME.EXE	0x800140b6	0x28b6	0x2	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x800140b8	0x28b8	0xe	string	byte-pattern		ascii	investigation:string-census	escaped text: ofs  (%3d,%3d)
GAME.EXE	0x800140c6	0x28c6	0x2	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x800140c8	0x28c8	0x14	string	byte-pattern		ascii	investigation:string-census	escaped text: tw   (%d,%d)-(%d,%d)
GAME.EXE	0x800140dc	0x28dc	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x800140e0	0x28e0	0x8	string	byte-pattern		ascii	investigation:string-census	escaped text: dtd   %d
GAME.EXE	0x800140e8	0x28e8	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x800140ec	0x28ec	0x8	string	byte-pattern		ascii	investigation:string-census	escaped text: dfe   %d
GAME.EXE	0x800140f4	0x28f4	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x800140f8	0x28f8	0x18	string	byte-pattern		ascii	investigation:string-census	escaped text: disp   (%3d,%3d)-(%d,%d)
GAME.EXE	0x80014110	0x2910	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80014114	0x2914	0x18	string	byte-pattern		ascii	investigation:string-census	escaped text: screen (%3d,%3d)-(%d,%d)
GAME.EXE	0x8001412c	0x292c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80014130	0x2930	0xa	string	byte-pattern		ascii	investigation:string-census	escaped text: isinter %d
GAME.EXE	0x8001413a	0x293a	0x2	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x8001413c	0x293c	0xa	string	byte-pattern		ascii	investigation:string-census	escaped text: isrgb24 %d
GAME.EXE	0x80014146	0x2946	0x2	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80014148	0x2948	0xa	string	byte-pattern		ascii	investigation:string-census	escaped text: OTag :prim
GAME.EXE	0x80014152	0x2952	0x1	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80014153	0x2953	0x4	string	byte-pattern		ascii	investigation:string-census	escaped text: %5d:
GAME.EXE	0x80014157	0x2957	0x1	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80014158	0x2958	0x9	string	byte-pattern		ascii	investigation:string-census	escaped text: DumpOTage
GAME.EXE	0x80014161	0x2961	0x3	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x80014164	0x2964	0x25	string	byte-pattern		ascii	investigation:string-census	escaped text: %s: bad prim:addr=%08X,type=%s,len=%d
GAME.EXE	0x80014189	0x2989	0x3	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x8001418c	0x298c	0x10	string	byte-pattern		ascii	investigation:string-census	escaped text: 0123456789ABCDEF
GAME.EXE	0x8001419c	0x299c	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x800141a0	0x29a0	0x10	string	byte-pattern		ascii	investigation:string-census	escaped text: 0123456789abcdef
GAME.EXE	0x800141b0	0x29b0	0x4	unclassified	coverage-gap			payload-complement	may contain missed code, tables, constants, padding, or writable data
GAME.EXE	0x800141b4	0x29b4	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800141b8	0x29b8	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800141bc	0x29bc	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800141c0	0x29c0	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800141c4	0x29c4	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800141c8	0x29c8	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800141cc	0x29cc	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800141d0	0x29d0	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800141d4	0x29d4	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800141d8	0x29d8	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800141dc	0x29dc	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800141e0	0x29e0	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800141e4	0x29e4	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800141e8	0x29e8	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800141ec	0x29ec	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800141f0	0x29f0	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800141f4	0x29f4	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800141f8	0x29f8	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x800141fc	0x29fc	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014200	0x2a00	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014204	0x2a04	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014208	0x2a08	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x8001420c	0x2a0c	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014210	0x2a10	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014214	0x2a14	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014218	0x2a18	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x8001421c	0x2a1c	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014220	0x2a20	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014224	0x2a24	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014228	0x2a28	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x8001422c	0x2a2c	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014230	0x2a30	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014234	0x2a34	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014238	0x2a38	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x8001423c	0x2a3c	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014240	0x2a40	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014244	0x2a44	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014248	0x2a48	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x8001424c	0x2a4c	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014250	0x2a50	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014254	0x2a54	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014258	0x2a58	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x8001425c	0x2a5c	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
GAME.EXE	0x80014260	0x2a60	0x4	pointer	ghidra-defined		pointer	Ghidra-12.0.4/ghidra_psx_ldr-2026.07.08	machine-assisted WIP datum
