# MANUALLY MANAGED - admitted WIP relocation candidate census.
# Seed/audit tooling writes build proposals only; review and edit this file by hand.
# Each address is qualified by image because GAME.EXE and OPEN.EXE are separate overlays.
# PS-X EXE retains no relocation directory: candidate does not mean linker truth.
# BSS pair-scan rows remain withheld by safe delinking until individually reviewed.
image	site_va	site_file_offset	paired_site_va	kind	channel	target_va	target_region	target_name	opcode	register	confidence	status	provenance
GAME.EXE	0x80020098	0xe898		mips26	reachable-code	0x800200f8	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800200a8	0xe8a8	0x800200ac	mips_hi16_lo16	reachable-code	0x80055ca2	load		lui+sb	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x800200b0	0xe8b0		mips26	reachable-code	0x800200f8	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800200b8	0xe8b8	0x800200bc	mips_hi16_lo16	reachable-code	0x80055c5c	load		lui+sb	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x800200c0	0xe8c0	0x800200c4	mips_hi16_lo16	reachable-code	0x80055c6a	load		lui+sb	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x800200c8	0xe8c8	0x800200cc	mips_hi16_lo16	reachable-code	0x80055c78	load		lui+sb	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x800200d0	0xe8d0	0x800200d4	mips_hi16_lo16	reachable-code	0x80055c86	load		lui+sb	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x800200d8	0xe8d8	0x800200dc	mips_hi16_lo16	reachable-code	0x80055ccc	load		lui+sb	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x800200e0	0xe8e0	0x800200e4	mips_hi16_lo16	reachable-code	0x80055cda	load		lui+sb	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x800200e8	0xe8e8	0x800200ec	mips_hi16_lo16	reachable-code	0x80055ce8	load		lui+sb	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x800200f0	0xe8f0	0x800200f4	mips_hi16_lo16	reachable-code	0x80055cf6	load		lui+sb	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x800200f8	0xe8f8	0x800200fc	mips_hi16_lo16	reachable-code	0x800a0819	bss	DAT_800a0818	lui+lbu	v1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020100	0xe900	0x80020104	mips_hi16_lo16	reachable-code	0x80095756	bss	DAT_80095754	lui+lhu	v0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020108	0xe908	0x8002010c	mips_hi16_lo16	reachable-code	0x80055d04	load		lui+addiu	s0	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x80020114	0xe914	0x80020118	mips_hi16_lo16	reachable-code	0x80055d74	load		lui+sb	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x80020124	0xe924	0x80020128	mips_hi16_lo16	reachable-code	0x80055d86	load		lui+sh	at	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x8002012c	0xe92c		mips26	reachable-code	0x8001f8b0	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020134	0xe934	0x80020138	mips_hi16_lo16	reachable-code	0x80095062	bss	DAT_80095062	lui+lhu	v1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8002013c	0xe93c	0x80020140	mips_hi16_lo16	reachable-code	0x80095060	bss	DAT_80095060	lui+lhu	a1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020144	0xe944	0x80020148	mips_hi16_lo16	reachable-code	0x80095064	bss	DAT_80095064	lui+lbu	v0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8002014c	0xe94c	0x80020150	mips_hi16_lo16	reachable-code	0x8009505a	bss	DAT_8009505a	lui+sh	v1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020154	0xe954	0x80020158	mips_hi16_lo16	reachable-code	0x80095058	bss	DAT_80095058	lui+sh	a1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8002015c	0xe95c	0x80020160	mips_hi16_lo16	reachable-code	0x8009505e	bss	DAT_8009505e	lui+sb	v0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020164	0xe964	0x80020168	mips_hi16_lo16	reachable-code	0x8009505d	bss	DAT_8009505d	lui+sb	v0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8002016c	0xe96c	0x80020170	mips_hi16_lo16	reachable-code	0x8009505c	bss	DAT_8009505c	lui+sb	v0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020174	0xe974		mips26	reachable-code	0x8001f9d4	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8002017c	0xe97c	0x80020180	mips_hi16_lo16	reachable-code	0x80056008	load		lui+addiu	a0	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x80020184	0xe984		mips26	reachable-code	0x8004d7b4	load	SetLightMatrix	jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8002018c	0xe98c		mips26	reachable-code	0x8001fafc	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020198	0xe998	0x8002019c	mips_hi16_lo16	reachable-code	0x8009505c	bss	DAT_8009505c	lui+sb	v0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x800201a0	0xe9a0	0x800201a4	mips_hi16_lo16	reachable-code	0x8009505d	bss	DAT_8009505d	lui+sb	v0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x800201a8	0xe9a8	0x800201ac	mips_hi16_lo16	reachable-code	0x8009505e	bss	DAT_8009505e	lui+sb	v0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x800201d0	0xe9d0	0x800201d4	mips_hi16_lo16	reachable-code	0x8009508a	bss	DAT_8009508a	lui+lhu	v0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x800201dc	0xe9dc		mips26	reachable-code	0x8004e9b8	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800201e4	0xe9e4		mips26	reachable-code	0x8004d784	load	SetRotMatrix	jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800201ec	0xe9ec		mips26	reachable-code	0x8004d814	load	SetTransMatrix	jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800201f4	0xe9f4	0x800201f8	mips_hi16_lo16	reachable-code	0x80095068	bss	DAT_80095068	lui+lhu	v0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x800201fc	0xe9fc	0x80020200	mips_hi16_lo16	reachable-code	0x80095066	bss	DAT_80095066	lui+lhu	v1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020204	0xea04	0x80020208	mips_hi16_lo16	reachable-code	0x80055d20	load		lui+addiu	s0	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x8002020c	0xea0c	0x80020210	mips_hi16_lo16	reachable-code	0x8009505a	bss	DAT_8009505a	lui+sh	v0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020214	0xea14	0x80020218	mips_hi16_lo16	reachable-code	0x80095058	bss	DAT_80095058	lui+sh	v1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020230	0xea30		mips26	reachable-code	0x8001e230	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020238	0xea38	0x8002023c	mips_hi16_lo16	reachable-code	0x80055d2e	load		lui+lbu	v0	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x80020254	0xea54		mips26	reachable-code	0x8001e230	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020264	0xea64	0x80020268	mips_hi16_lo16	reachable-code	0x8009506c	bss	DAT_8009506c	lui+lhu	v0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8002026c	0xea6c	0x80020270	mips_hi16_lo16	reachable-code	0x8009506a	bss	DAT_8009506a	lui+lhu	v1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020278	0xea78	0x8002027c	mips_hi16_lo16	reachable-code	0x8009505a	bss	DAT_8009505a	lui+sh	v0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020280	0xea80	0x80020284	mips_hi16_lo16	reachable-code	0x80095058	bss	DAT_80095058	lui+sh	v1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x800202a0	0xeaa0		mips26	reachable-code	0x8001e230	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800202c0	0xeac0		mips26	reachable-code	0x8001f218	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800202c8	0xeac8		mips26	reachable-code	0x8001f798	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800202d0	0xead0		mips26	reachable-code	0x8001c050	load	display_present_frame	jal		control-flow-reviewed	reviewed	manual:game_semantic_display_tmd
GAME.EXE	0x800202d8	0xead8		mips26	reachable-code	0x80020a98	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020370	0xeb70		mips26	reachable-code	0x800202fc	load	matrix_interpolate	jal		control-flow-reviewed	reviewed	manual:game_semantic_event_queries_matrix
GAME.EXE	0x80020378	0xeb78		mips26	reachable-code	0x8004d7e4	load	SetColorMatrix	jal		control-flow-reviewed	reviewed	manual:game_semantic_event_queries_matrix
GAME.EXE	0x8002039c	0xeb9c		mips26	reachable-code	0x800202fc	load	matrix_interpolate	jal		control-flow-reviewed	reviewed	manual:game_semantic_event_queries_matrix
GAME.EXE	0x800203a4	0xeba4		mips26	reachable-code	0x8004d7b4	load	SetLightMatrix	jal		control-flow-reviewed	reviewed	manual-match:game_match_campaign_30
GAME.EXE	0x800203e0	0xebe0	0x800203e4	mips_hi16_lo16	reachable-code	0x80095740	bss	DAT_80095740	lui+sw	at	paired-reviewed	reviewed	manual-match:game_match_campaign_30
GAME.EXE	0x800203e8	0xebe8		mips26	reachable-code	0x8004f4b4	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020408	0xec08	0x8002040c	mips_hi16_lo16	reachable-code	0x80095740	bss	DAT_80095740	lui+sw	at	paired-reviewed	reviewed	manual-match:game_match_campaign_30
GAME.EXE	0x80020410	0xec10		mips26	reachable-code	0x8004f4b4	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800204fc	0xecfc	0x80020500	mips_hi16_lo16	reachable-code	0x80090fcc	bss	DAT_80090fcc	lui+addiu	s4	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020514	0xed14		mips26	reachable-code	0x8002059c	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8002051c	0xed1c		mips26	reachable-code	0x8001c2b0	load	tmd_prepare_primitive_indices	jal		control-flow-reviewed	reviewed	manual:game_semantic_display_tmd
GAME.EXE	0x8002056c	0xed6c	0x80020570	mips_hi16_lo16	reachable-code	0x80090fcc	bss	DAT_80090fcc	lui+addiu	at	paired-reviewed	reviewed	manual-match:game_match_campaign_30
GAME.EXE	0x8002057c	0xed7c		mips26	reachable-code	0x8002059c	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020584	0xed84		mips26	reachable-code	0x8001c2b0	load	tmd_prepare_primitive_indices	jal		control-flow-reviewed	reviewed	manual:game_semantic_display_tmd
GAME.EXE	0x800205a4	0xeda4	0x800205a8	mips_hi16_lo16	reachable-code	0x80090fcc	bss	DAT_80090fcc	lui+addiu	at	paired-reviewed	reviewed	manual-match:game_match_campaign_30
GAME.EXE	0x800205c4	0xedc4	0x800205c8	mips_hi16_lo16	reachable-code	0x80090fc8	bss	current_asset_data	lui+sw	at	paired-reviewed	reviewed	manual-match:game_match_campaign_30
GAME.EXE	0x8002061c	0xee1c	0x80020620	mips_hi16_lo16	reachable-code	0x80090fcc	bss	DAT_80090fcc	lui+addiu	at	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020648	0xee48		mips26	reachable-code	0x800209e4	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020650	0xee50		mips26	reachable-code	0x8002059c	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020658	0xee58		mips26	reachable-code	0x8001c148	load	tmd_select_object_vertices	jal		control-flow-reviewed	reviewed	manual:game_semantic_display_tmd
GAME.EXE	0x80020660	0xee60		mips26	reachable-code	0x80020948	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020670	0xee70		mips26	reachable-code	0x80020b04	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020690	0xee90		mips26	reachable-code	0x8001aab0	load	memory_malloc_checked	jal		control-flow-reviewed	reviewed	manual:game_open_semantic_memory_allocator
GAME.EXE	0x800206a0	0xeea0		mips26	reachable-code	0x80020a2c	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800206a8	0xeea8		mips26	reachable-code	0x8002068c	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800206b0	0xeeb0		mips26	reachable-code	0x800206dc	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800206c8	0xeec8		mips26	reachable-code	0x800209e4	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800206d4	0xeed4		mips26	reachable-code	0x80020684	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020784	0xef84		mips26	reachable-code	0x800207ac	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800207d4	0xefd4		mips26	reachable-code	0x8002059c	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800207dc	0xefdc		mips26	reachable-code	0x8001c148	load	tmd_select_object_vertices	jal		control-flow-reviewed	reviewed	manual:game_semantic_display_tmd
GAME.EXE	0x800207ec	0xefec	0x800207f0	mips_hi16_lo16	reachable-code	0x800910bc	bss	current_tmd_vertices	lui+lw	a0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020870	0xf070		mips26	reachable-code	0x8004c860	load	gteMIMefunc	jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800208b0	0xf0b0	0x800208b4	mips_hi16_lo16	reachable-code	0x800930f8	bss	DAT_800930f8	lui+addiu	a1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020924	0xf124		mips26	reachable-code	0x8004c860	load	gteMIMefunc	jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020934	0xf134		mips26	reachable-code	0x8001c138	load	tmd_set_current_vertices	jal		control-flow-reviewed	reviewed	manual:game_semantic_display_tmd
GAME.EXE	0x80020978	0xf178	0x8002097c	mips_hi16_lo16	reachable-code	0x800910c0	bss	DAT_800910c0	lui+addiu	v1	paired-reviewed	reviewed	manual-match:game_match_campaign_30
GAME.EXE	0x800209a8	0xf1a8	0x800209ac	mips_hi16_lo16	reachable-code	0x800910c0	bss	DAT_800910c0	lui+addiu	v1	paired-reviewed	reviewed	manual-match:game_match_campaign_30
GAME.EXE	0x80020a10	0xf210		mips26	reachable-code	0x8005048c	load	free	jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020a40	0xf240	0x80020a44	mips_hi16_lo16	reachable-code	0x800910c0	bss	DAT_800910c0	lui+addiu	s0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020a60	0xf260		mips26	reachable-code	0x800209e4	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020ab0	0xf2b0	0x80020ab4	mips_hi16_lo16	reachable-code	0x800910c0	bss	DAT_800910c0	lui+addiu	s0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020ad4	0xf2d4		mips26	reachable-code	0x800209e4	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020b04	0xf304	0x80020b08	mips_hi16_lo16	reachable-code	0x800910c0	bss	DAT_800910c0	lui+addiu	v1	paired-reviewed	reviewed	manual-match:game_match_campaign_30
GAME.EXE	0x80020b30	0xf330		mips26	reachable-code	0x80020b44	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020b6c	0xf36c	0x80020b70	mips_hi16_lo16	reachable-code	0x80095090	bss	DAT_80095090	lui+addiu	a0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020bb4	0xf3b4	0x80020bb8	mips_hi16_lo16	reachable-code	0x80095098	bss	DAT_80095098	lui+addiu	s3	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020c9c	0xf49c		mips26	reachable-code	0x8005049c	load	rand	jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020d10	0xf510	0x80020d14	mips_hi16_lo16	reachable-code	0x800122a0	load		lui+addiu	a1	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x80020d78	0xf578		mips26	reachable-code	0x8005030c	load	memset	jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020d80	0xf580	0x80020d84	mips_hi16_lo16	reachable-code	0x800122b8	load		lui+addiu	a1	paired-reachable	candidate	investigation:relocs.tsv
GAME.EXE	0x80020d88	0xf588		mips26	reachable-code	0x8001acf0	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020d98	0xf598		mips26	reachable-code	0x800504ec	load	exit	jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020da4	0xf5a4	0x80020da8	mips_hi16_lo16	reachable-code	0x800580e8	bss	DAT_800580e8	lui+addiu	t0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020e0c	0xf60c		mips26	reachable-code	0x80020e48	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020e48	0xf648	0x80020e4c	mips_hi16_lo16	reachable-code	0x80058478	bss	DAT_80058478	lui+addiu	t0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020eb0	0xf6b0		mips26	reachable-code	0x80020ee8	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020f0c	0xf70c	0x80020f10	mips_hi16_lo16	reachable-code	0x80058dc0	bss	DAT_80058dc0	lui+addiu	t0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80020f74	0xf774		mips26	reachable-code	0x80020fb0	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80020fb0	0xf7b0	0x80020fb4	mips_hi16_lo16	reachable-code	0x80059400	bss	DAT_80059400	lui+addiu	t0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80021018	0xf818		mips26	reachable-code	0x80021050	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021068	0xf868	0x8002106c	mips_hi16_lo16	reachable-code	0x800594b8	bss	DAT_800594b8	lui+addiu	t0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x800210d0	0xf8d0		mips26	reachable-code	0x80021108	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021108	0xf908	0x8002110c	mips_hi16_lo16	reachable-code	0x800595f8	bss	DAT_800595f8	lui+addiu	t0	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80021170	0xf970		mips26	reachable-code	0x800211a4	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800211a4	0xf9a4		mips26	reachable-code	0x8001ac8c	load	memory_release_last	jal		control-flow-reviewed	reviewed	manual:game_open_semantic_memory_allocator
GAME.EXE	0x800211ac	0xf9ac	0x800211b0	mips_hi16_lo16	reachable-code	0x8006b734	bss	DAT_8006b734	lui+addiu	s1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80021280	0xfa80		mips26	reachable-code	0x8003c810	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021310	0xfb10		mips26	reachable-code	0x8002abb4	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021324	0xfb24		mips26	reachable-code	0x80028914	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8002132c	0xfb2c		mips26	reachable-code	0x8002ac34	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021334	0xfb34		mips26	reachable-code	0x8002abb4	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021348	0xfb48		mips26	reachable-code	0x80028914	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021350	0xfb50		mips26	reachable-code	0x8002ac34	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021358	0xfb58		mips26	reachable-code	0x8002abb4	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8002136c	0xfb6c		mips26	reachable-code	0x80028914	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021374	0xfb74		mips26	reachable-code	0x8002b150	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8002137c	0xfb7c		mips26	reachable-code	0x8005012c	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8002138c	0xfb8c		mips26	reachable-code	0x8002ac34	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800213a8	0xfba8		mips26	reachable-code	0x8002abb4	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800213bc	0xfbbc		mips26	reachable-code	0x80028914	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800213c4	0xfbc4		mips26	reachable-code	0x8002ac34	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800213cc	0xfbcc		mips26	reachable-code	0x8005012c	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800213ec	0xfbec		mips26	reachable-code	0x80021410	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800213f4	0xfbf4		mips26	reachable-code	0x80021538	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800213fc	0xfbfc		mips26	reachable-code	0x80021410	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021404	0xfc04		mips26	reachable-code	0x80021afc	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021418	0xfc18		mips26	reachable-code	0x8005012c	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021428	0xfc28		mips26	reachable-code	0x80021418	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021430	0xfc30		mips26	reachable-code	0x8002abb4	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021438	0xfc38		mips26	reachable-code	0x8005012c	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8002145c	0xfc5c		mips26	reachable-code	0x8002b150	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8002146c	0xfc6c		mips26	reachable-code	0x800214f4	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021488	0xfc88		mips26	reachable-code	0x8002b150	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8002149c	0xfc9c		mips26	reachable-code	0x800214f4	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800214b8	0xfcb8		mips26	reachable-code	0x8002b150	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800214cc	0xfccc		mips26	reachable-code	0x800214f4	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800214e8	0xfce8		mips26	reachable-code	0x8002b150	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021500	0xfd00		mips26	reachable-code	0x80028914	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021508	0xfd08		mips26	reachable-code	0x8002138c	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8002156c	0xfd6c		mips26	reachable-code	0x8005012c	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021580	0xfd80		mips26	reachable-code	0x8002ad6c	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8002159c	0xfd9c	0x800215a0	mips_hi16_lo16	reachable-code	0x800652a8	bss	DAT_800652a8	lui+addiu	v1	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x800215ac	0xfdac	0x800215b0	mips_hi16_lo16	reachable-code	0x80059108	bss	DAT_80059108	lui+addiu	t2	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x800215c8	0xfdc8	0x800215cc	mips_hi16_lo16	reachable-code	0x800652a8	bss	DAT_800652a8	lui+addiu	at	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x8002164c	0xfe4c	0x80021650	mips_hi16_lo16	reachable-code	0x80058dc0	bss	DAT_80058dc0	lui+addiu	t2	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80021678	0xfe78	0x8002167c	mips_hi16_lo16	reachable-code	0x800652a8	bss	DAT_800652a8	lui+addiu	at	mips-hi-lo-data-pair	candidate	scripts/kf/inventory.py:bss-pair-scan
GAME.EXE	0x80021710	0xff10		mips26	reachable-code	0x8002abb4	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021738	0xff38		mips26	reachable-code	0x8002aea4	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021758	0xff58		mips26	reachable-code	0x80027b7c	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x80021760	0xff60		mips26	reachable-code	0x80028a70	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8002176c	0xff6c		mips26	reachable-code	0x8002ac34	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x8002179c	0xff9c		mips26	reachable-code	0x80028380	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800217cc	0xffcc		mips26	reachable-code	0x8005012c	load		jal		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800217dc	0xffdc		mips26	reachable-code	0x800217cc	load		j		control-flow	candidate	investigation:relocs.tsv
GAME.EXE	0x800217e4	0xffe4		mips26	reachable-code	0x8005012c	load		jal		control-flow	candidate	investigation:relocs.tsv
