# MANUALLY MANAGED - exact target offsets/extents for every field in structures.tsv.
# opaque means the byte range is modeled for layout but has no supported semantic meaning yet.
structure	offset	size	name	datatype	meaning_confidence	evidence	note
KfMapEvent	0x12	0x02	rotation_phase	u16	supported	semantic_types.h;asm;xrefs	animated rotation phase
KfMapEvent	0x14	0x04	position_x	s32	supported	semantic_types.h;asm;xrefs	world x
KfMapEvent	0x18	0x04	position_z	s32	supported	semantic_types.h;asm;xrefs	world z
KfMapEvent	0x1c	0x02	cell_x	u16	supported	semantic_types.h;asm;xrefs	map cell x
KfMapEvent	0x1e	0x02	cell_z	u16	supported	semantic_types.h;asm;xrefs	map cell z
KfMapEvent	0x20	0x02	radius	u16	supported	semantic_types.h;asm;xrefs	interaction radius
KfMapEvent	0x22	0x02	unknown_22	u16	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfMapEvent	0x24	0x04	reference_x	s32	supported	semantic_types.h;asm;xrefs	query reference x
KfMapEvent	0x28	0x04	position_y	s32	supported	semantic_types.h;asm;xrefs	world y
KfMapEvent	0x2c	0x04	reference_z	s32	supported	semantic_types.h;asm;xrefs	query reference z
KfMapEvent	0x30	0x04	unknown_30	u8[4]	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfMapEvent	0x34	0x02	unknown_34	u16	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfMapEvent	0x36	0x02	rotation	s16	supported	semantic_types.h;asm;xrefs	current rotation
KfMapEvent	0x38	0x02	unknown_38	u16	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfMapEvent	0x3a	0x06	unknown_3a	u8[6]	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfMapEvent	0x40	0x02	rotation_target	s16	supported	semantic_types.h;asm;xrefs	target rotation
KfMapEvent	0x42	0x02	unknown_42	u16	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfMapEventDefinition	0x00	0x01	state	u8	supported	semantic_types.h;asm;xrefs	initial state
KfMapEventDefinition	0x01	0x01	kind	u8	supported	semantic_types.h;asm;xrefs	event kind
KfMapEventDefinition	0x02	0x01	variant	u8	supported	semantic_types.h;asm;xrefs	event variant
KfMapEventDefinition	0x03	0x01	cell_z	u8	supported	semantic_types.h;asm;xrefs	map cell z
KfMapEventDefinition	0x04	0x01	cell_x	u8	supported	semantic_types.h;asm;xrefs	map cell x
KfMapEventDefinition	0x05	0x05	tag	KfMapEventTag	opaque	semantic_types.h;asm;xrefs	five opaque bytes copied into the runtime slot
KfMapEventDefinition	0x0a	0x01	image_limit	u8	supported	semantic_types.h;asm;xrefs	maximum image index
KfMapEventDefinition	0x0b	0x01	unknown_0b	u8	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfMapEventDefinition	0x0c	0x01	unknown_0c	u8	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfMapEventDefinition	0x0d	0x01	unknown_0d	u8	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfMapEventDefinition	0x0e	0x02	position_z_offset	s16	supported	semantic_types.h;asm;xrefs	z position offset
KfMapEventDefinition	0x10	0x02	position_x_offset	s16	supported	semantic_types.h;asm;xrefs	x position offset
KfMapEventDefinition	0x12	0x02	initial_rotation	u16	supported	semantic_types.h;asm;xrefs	initial rotation
KfMapEventDefinition	0x14	0x02	radius	u16	supported	semantic_types.h;asm;xrefs	interaction radius
KfMapEventDefinition	0x16	0x02	unknown_16	u16	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfMapEventTag	0x00	0x05	bytes	u8[5]	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfMapObject	0x00	0x01	object_id	u8	supported	semantic_types.h;asm;xrefs	object definition ID
KfMapObject	0x01	0x01	unknown_01	u8	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfMapObject	0x02	0x02	cell_x	u16	supported	semantic_types.h;asm;xrefs	map cell x
KfMapObject	0x04	0x02	cell_z	u16	supported	semantic_types.h;asm;xrefs	map cell z
KfMapObject	0x06	0x02	unknown_06	u8[2]	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfMapObject	0x08	0x04	position_x	s32	supported	semantic_types.h;asm;xrefs	world x
KfMapObject	0x0c	0x04	position_y	s32	supported	semantic_types.h;asm;xrefs	world y
KfMapObject	0x10	0x04	position_z	s32	supported	semantic_types.h;asm;xrefs	world z
KfMapObject	0x14	0x04	unknown_14	u8[4]	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfMapObject	0x18	0x06	rotation	KfEulerAngles	supported	semantic_types.h;asm;xrefs	object rotation
KfMapObject	0x1e	0x02	unknown_1e	u16	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfMapObject	0x20	0x08	link	KfMapObjectLink	supported	semantic_types.h;asm;map_object_pool_load	link block copied verbatim from the placement record
KfMapObject	0x28	0x01	action	u8	supported	semantic_types.h;asm;xrefs	action dispatcher selector
KfMapObject	0x29	0x01	unknown_29	u8	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfMapObject	0x2a	0x02	action_timer	u16	supported	semantic_types.h;asm;xrefs	action timer
KfMapObjectDefinition	0x00	0x01	behavior_type	u8	supported	semantic_types.h;asm;xrefs	behavior selector
KfMapObjectDefinition	0x01	0x01	unknown_01	u8	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfMapObjectDefinition	0x02	0x02	collision_radius	u16	supported	semantic_types.h;asm;xrefs	collision radius
KfMapObjectDefinition	0x04	0x02	interaction_radius	u16	supported	semantic_types.h;asm;xrefs	interaction radius
KfMapObjectDefinition	0x06	0x02	unknown_06	u8[2]	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfMapObjectLink	0x00	0x01	link_id	u8	supported	semantic_types.h;asm;map_object_pool_load	trigger link id
KfMapObjectLink	0x01	0x01	action_parameter	u8	supported	semantic_types.h;asm;map_object_pool_load	per-behavior parameter; effect slot index for spawned effects
KfMapObjectLink	0x02	0x02	spawn_sequence	u16	supported	semantic_types.h;asm;map_object_pool_load	effect spawn sequence; byte 2 feeds the effect kind for placed effects
KfMapObjectLink	0x04	0x02	vertical_velocity	s16	supported	semantic_types.h;asm;map_object_pool_load	vertical velocity
KfMapObjectLink	0x06	0x02	unknown_06	u8[2]	opaque	semantic_types.h;asm;map_object_pool_load	meaning unresolved
KfMapObjectPlacement	0x00	0x01	object_id	u8	supported	semantic_types.h;asm;map_object_pool_load	object id; 0xff terminates the placement list
KfMapObjectPlacement	0x01	0x01	unknown_01	u8	opaque	semantic_types.h;asm;map_object_pool_load	meaning unresolved
KfMapObjectPlacement	0x02	0x01	tile_z	u8	supported	semantic_types.h;asm;map_object_pool_load	map tile z
KfMapObjectPlacement	0x03	0x01	tile_x	u8	supported	semantic_types.h;asm;map_object_pool_load	map tile x
KfMapObjectPlacement	0x04	0x02	yaw	u16	supported	semantic_types.h;asm;map_object_pool_load	initial yaw, masked to 12 bits
KfMapObjectPlacement	0x06	0x02	local_z	s16	supported	semantic_types.h;asm;map_object_pool_load	offset within the tile
KfMapObjectPlacement	0x08	0x02	local_x	s16	supported	semantic_types.h;asm;map_object_pool_load	offset within the tile
KfMapObjectPlacement	0x0a	0x02	local_y	s16	supported	semantic_types.h;asm;map_object_pool_load	height offset above the floor height grid
KfMapObjectPlacement	0x0c	0x08	link	KfMapObjectLink	supported	semantic_types.h;asm;map_object_pool_load	link block copied into the pool object
KfMapObjectState	0x00	0x500	definitions	KfMapObjectDefinition[160]	supported	semantic_types.h;asm;base-register;map_object_pool_clear_link	member of the map_object_state aggregate
KfMapObjectState	0x500	0x20a8	objects	KfMapObject[190]	supported	semantic_types.h;asm;base-register;map_object_pool_clear_link	member of the map_object_state aggregate
KfOrderingTable	0x00	0x10000	entries	u32[16384]	supported	semantic_types.h;asm	ordering table entries
KfPitchYaw	0x00	0x02	pitch	s16	supported	semantic_types.h;asm;xrefs	pitch angle
KfPitchYaw	0x02	0x02	yaw	s16	supported	semantic_types.h;asm;xrefs	yaw angle
KfPlayerAttackChargeState	0x00	0x02	current	u16	supported	semantic_types.h;asm;xrefs	current POWER charge
KfPlayerAttackChargeState	0x02	0x02	committed	u16	supported	semantic_types.h;asm;xrefs	attack-time POWER snapshot
KfPlayerLevelGrowth	0x00	0x02	maximum_hp	u16	supported	semantic_types.h;asm;xrefs	level maximum HP
KfPlayerLevelGrowth	0x02	0x02	maximum_mp	u16	supported	semantic_types.h;asm;xrefs	level maximum MP
KfPlayerLevelGrowth	0x04	0x02	physical_power_step	u16	supported	semantic_types.h;asm;xrefs	physical-power increment
KfPlayerLevelGrowth	0x06	0x02	magic_step	u16	supported	semantic_types.h;asm;xrefs	magic increment
KfPlayerLevelGrowth	0x08	0x04	experience_threshold	u32	supported	semantic_types.h;asm;xrefs	cumulative level threshold
KfPlayerMotionState	0x00	0x02	strafe_velocity	s16	supported	semantic_types.h;game_semantic_player_motion_attack.tsv;asm;xrefs	ramped shoulder-button strafe component
KfPlayerMotionState	0x02	0x02	forward_velocity	s16	supported	semantic_types.h;game_semantic_player_motion_attack.tsv;asm;xrefs	ramped directional-pad forward/back component
KfPlayerMotionState	0x04	0x02	movement_speed	u16	supported	semantic_types.h;game_semantic_player_motion_attack.tsv;asm;xrefs	unsigned magnitude derived from the normalized horizontal components
KfPlayerMotionState	0x06	0x02	yaw_step	s16	supported	semantic_types.h;game_semantic_player_motion_attack.tsv;asm;xrefs	ramped directional-pad turn step added to camera yaw
KfPlayerMotionState	0x08	0x02	pitch_step	s16	supported	semantic_types.h;game_semantic_player_motion_attack.tsv;asm;xrefs	ramped trigger-button step added to clamped camera pitch
KfPlayerProgressState	0x00	0x01	level	u8	supported	semantic_types.h;asm;xrefs	player level
KfPlayerProgressState	0x01	0x01	unknown_01	u8	opaque	semantic_types.h;asm;xrefs	meaning unresolved
KfPlayerProgressState	0x02	0x01	current_floor	u8	supported	semantic_types.h;asm;xrefs	current dungeon floor
KfPlayerProgressState	0x03	0x01	highest_floor	u8	supported	semantic_types.h;asm;xrefs	highest reached floor
KfPlayerState	0x00	0x04	experience	s32	supported	semantic_types.h;data_identities.tsv;slt-compares	member of the player_state aggregate
KfPlayerState	0x04	0x04	next_level_experience	s32	supported	semantic_types.h;data_identities.tsv;slt-compares	member of the player_state aggregate
KfPlayerState	0x08	0x04	progress_state	KfPlayerProgressState	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x0c	0x01	map_variant	u8	supported	semantic_types.h;data_identities.tsv;game_semantic_map_resources.tsv;asm;xrefs	current floor-five map/resource variant and CHR filename digit
KfPlayerState	0x0d	0x01	unknown_0d	u8	opaque	semantic_types.h;data_identities.tsv	unresolved bytes
KfPlayerState	0x0e	0x01	weapon_charge_delay	u8	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x0f	0x01	unknown_0f	u8	opaque	semantic_types.h;data_identities.tsv	unresolved bytes
KfPlayerState	0x10	0x08	vitals	KfPlayerVitals	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x18	0x04	attack_charge_state	KfPlayerAttackChargeState	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x1c	0x02	magic_charge	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x1e	0x02	physical_power_training	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x20	0x02	magic_training	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x22	0x02	base_physical_power	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x24	0x02	base_magic	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x26	0x02	physical_power	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x28	0x02	magic	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x2a	0x02	status_effect_flags	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x2c	0x04	unknown_2c	u32	opaque	semantic_types.h;data_identities.tsv	unresolved bytes
KfPlayerState	0x30	0x02	attack_component0	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x32	0x02	attack_component1	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x34	0x02	attack_component2	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x36	0x02	attack_component3	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x38	0x02	attack_component4	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x3a	0x02	unknown_3a	u8[2]	opaque	semantic_types.h;data_identities.tsv	unresolved bytes
KfPlayerState	0x3c	0x02	damage_defense_component0	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x3e	0x02	damage_defense_component1	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x40	0x02	damage_defense_component2	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x42	0x02	status_effect2_resistance	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x44	0x02	damage_defense_component3	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x46	0x02	damage_defense_component4	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x48	0x02	status_effect0_timer	s16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x4a	0x02	status_effect1_timer	s16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x4c	0x02	status_effect2_timer	s16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x4e	0x02	status_effect3_timer	s16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x50	0x02	status_effect4_timer	s16	supported	semantic_types.h;data_identities.tsv;game_semantic_player_update.tsv	signed status-bit-4 timer; -1 inactive, 500 on application, decremented by player_update
KfPlayerState	0x52	0x02	light_effect_timer	s16	supported	semantic_types.h;data_identities.tsv;game_semantic_player_update.tsv	signed item-driven lighting timer used by player update and effect-model rendering
KfPlayerState	0x54	0x04	unknown_54	u8[4]	opaque	semantic_types.h;data_identities.tsv	unresolved bytes
KfPlayerState	0x58	0x04	unknown_58	u32	opaque	semantic_types.h;data_identities.tsv	unresolved bytes
KfPlayerState	0x5c	0x01	selected_magic_id	u8	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x5d	0x03	unknown_5d	u8[3]	opaque	semantic_types.h;data_identities.tsv	unresolved bytes
KfPlayerState	0x60	0x04	selected_magic_record	KfMagicRecord *	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x64	0x01	equipped_weapon_id	u8	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x65	0x03	unknown_65	u8[3]	opaque	semantic_types.h;data_identities.tsv	unresolved bytes
KfPlayerState	0x68	0x04	equipped_weapon_record	KfWeaponRecord *	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x6c	0x04	weapon_asset_buffer	u8 *	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x70	0x02	weapon_attack_phase	s16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x72	0x02	unknown_72	u8[2]	opaque	semantic_types.h;data_identities.tsv	unresolved bytes
KfPlayerState	0x74	0x04	unknown_74	u32	opaque	semantic_types.h;data_identities.tsv	unresolved bytes
KfPlayerState	0x78	0x01	unknown_78	u8	opaque	semantic_types.h;data_identities.tsv	unresolved bytes
KfPlayerState	0x79	0x01	unknown_79	u8	opaque	semantic_types.h;data_identities.tsv	unresolved bytes
KfPlayerState	0x7a	0x01	weapon_attack_fully_charged	u8	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x7b	0x01	unknown_7b	u8[1]	opaque	semantic_types.h;data_identities.tsv	unresolved bytes
KfPlayerState	0x7c	0x04	equipped_shield_record	KfArmorRecord *	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x80	0x04	equipped_head_armor_record	KfArmorRecord *	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x84	0x04	equipped_body_armor_record	KfArmorRecord *	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x88	0x04	equipped_arm_armor_record	KfArmorRecord *	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x8c	0x04	equipped_leg_armor_record	KfArmorRecord *	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x90	0x01	equipped_shield_id	u8	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x91	0x01	equipped_head_armor_id	u8	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x92	0x01	equipped_body_armor_id	u8	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x93	0x01	equipped_arm_armor_id	u8	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x94	0x01	equipped_leg_armor_id	u8	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x95	0x01	equipped_accessory_id	u8	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x96	0x01	audio_effects_enabled	u8	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x97	0x01	audio_music_enabled	u8	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0x98	0x02	unknown_98	u8[2]	opaque	semantic_types.h;data_identities.tsv	unresolved bytes
KfPlayerState	0x9a	0x08	view_rotation_offset	SVECTOR	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0xa2	0x01	update_state	u8	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0xa3	0x01	unknown_a3	u8	opaque	semantic_types.h;data_identities.tsv	unresolved bytes
KfPlayerState	0xa4	0x10	camera_position	VECTOR	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0xb4	0x04	floor_height	s32	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0xb8	0x08	camera_rotation	SVECTOR	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0xc0	0x0a	motion_state	KfPlayerMotionState	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0xca	0x02	map_cell	KfMapCell	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0xcc	0x02	previous_map_cell	KfMapCell	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0xce	0x06	unknown_ce	u8[6]	opaque	semantic_types.h;data_identities.tsv	unresolved bytes
KfPlayerState	0xd4	0x02	view_bob_offset	s16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0xd6	0x02	view_bob_phase	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0xd8	0x02	death_camera_pitch_step	u16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0xda	0x02	death_visual_blend	s16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0xdc	0x02	vertical_velocity	s16	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0xde	0x01	vertical_state	u8	supported	semantic_types.h;data_identities.tsv	member of the player_state aggregate
KfPlayerState	0xdf	0x01	unknown_df	u8[1]	opaque	semantic_types.h;data_identities.tsv	unresolved bytes
KfPlayerVitals	0x00	0x02	maximum_hp	u16	supported	semantic_types.h;asm;xrefs	maximum HP
KfPlayerVitals	0x02	0x02	current_hp	u16	supported	semantic_types.h;asm;xrefs	current HP
KfPlayerVitals	0x04	0x02	maximum_mp	u16	supported	semantic_types.h;asm;xrefs	maximum MP
KfPlayerVitals	0x06	0x02	current_mp	u16	supported	semantic_types.h;asm;xrefs	current MP
KfPoolRecord	0x00	0x02	state	s16	supported	game_types.h;asm;xrefs	allocation state
KfPoolRecord	0x02	0x02	unknown_02	u16	opaque	game_types.h;asm;xrefs	meaning unresolved
KfPoolRecord	0x04	0x02	value_04	u16	candidate	game_types.h;asm;xrefs	accessed value; exact meaning unresolved
KfPoolRecord	0x06	0x02	unknown_06	u16	opaque	game_types.h;asm;xrefs	meaning unresolved
KfPoolRecord	0x08	0x04	unknown_08	u32	opaque	game_types.h;asm;xrefs	meaning unresolved
KfPoolRecord	0x0c	0x04	allocation	void *	supported	game_types.h;asm;xrefs	allocated object pointer
KfPoolRecord	0x10	0x04	backlink	u32 *	supported	game_types.h;asm;xrefs	owner backlink pointer
KfPrimitiveBuffer	0x00	0x04	start	u8 *	supported	semantic_types.h;game_semantic_display_tmd.tsv;asm;xrefs	first byte of the primitive allocation range
KfPrimitiveBuffer	0x04	0x04	end	u8 *	supported	semantic_types.h;game_semantic_display_tmd.tsv;asm;xrefs	one-past-end boundary initialized from start plus the overlay-specific buffer span
KfPrimitiveBuffer	0x08	0x04	cursor	u8 *	supported	semantic_types.h;game_semantic_display_tmd.tsv;asm;xrefs	current primitive allocation cursor reset to start at frame begin
KfRenderState	0x00	0x20	view_matrix	MATRIX	supported	semantic_types.h;game_semantic_display_tmd.tsv;asm;base-register;render_set_view_transform;render_initialize	member of the render_state aggregate
KfRenderState	0x20	0x20	pitch_matrix	MATRIX	supported	semantic_types.h;game_semantic_display_tmd.tsv;asm;base-register;render_set_view_transform;render_initialize	member of the render_state aggregate
KfRenderState	0x40	0x20	light_matrix	MATRIX	supported	semantic_types.h;game_semantic_display_tmd.tsv;asm;base-register;render_set_view_transform;render_initialize	member of the render_state aggregate
KfRenderState	0x60	0x20	light_matrix_copy	MATRIX	supported	semantic_types.h;game_semantic_display_tmd.tsv;asm;base-register;render_set_view_transform;render_initialize	member of the render_state aggregate
KfRenderState	0x80	0x20	unknown_80	MATRIX	opaque	semantic_types.h;game_semantic_display_tmd.tsv;asm;base-register;render_set_view_transform;render_initialize	member of the render_state aggregate
KfRenderState	0xa0	0x04	fog_near_distance	s32	supported	semantic_types.h;game_semantic_display_tmd.tsv;asm;base-register;render_set_view_transform;render_initialize	member of the render_state aggregate
KfRenderState	0xa4	0x10	view_position	VECTOR	supported	semantic_types.h;game_semantic_display_tmd.tsv;asm;base-register;render_set_view_transform;render_initialize	member of the render_state aggregate
KfRenderState	0xb4	0x08	view_rotation	SVECTOR	supported	semantic_types.h;game_semantic_display_tmd.tsv;asm;base-register;render_set_view_transform;render_initialize	member of the render_state aggregate
KfRenderState	0xbc	0x04	view_cell	KfVecXZs	supported	semantic_types.h;game_semantic_display_tmd.tsv;asm;base-register;render_set_view_transform;render_initialize	member of the render_state aggregate
KfRenderState	0xc0	0x80	quadrant_matrices	MATRIX[4]	supported	semantic_types.h;game_semantic_display_tmd.tsv;asm;base-register;render_set_view_transform;render_initialize	member of the render_state aggregate
KfRenderStateOpen	0x00	0x20	view_matrix	MATRIX	supported	semantic_types.h;asm;base-register;render_set_view_transform;render_initialize	member of the render_state aggregate
KfRenderStateOpen	0x20	0x20	pitch_matrix	MATRIX	supported	semantic_types.h;asm;base-register;render_set_view_transform;render_initialize	member of the render_state aggregate
KfRenderStateOpen	0x40	0x20	light_matrix	MATRIX	supported	semantic_types.h;asm;base-register;render_set_view_transform;render_initialize	member of the render_state aggregate
KfRenderStateOpen	0x60	0x04	fog_near_distance	s32	supported	semantic_types.h;asm;base-register;render_set_view_transform;render_initialize	member of the render_state aggregate
KfRenderStateOpen	0x64	0x10	view_position	VECTOR	supported	semantic_types.h;asm;base-register;render_set_view_transform;render_initialize	member of the render_state aggregate
KfRenderStateOpen	0x74	0x08	view_rotation	SVECTOR	supported	semantic_types.h;asm;base-register;render_set_view_transform;render_initialize	member of the render_state aggregate
KfRenderStateOpen	0x7c	0x04	view_cell	KfVecXZs	supported	semantic_types.h;asm;base-register;render_set_view_transform;render_initialize	member of the render_state aggregate
KfRenderStateOpen	0x80	0x80	quadrant_matrices	MATRIX[4]	supported	semantic_types.h;asm;base-register;render_set_view_transform;render_initialize	member of the render_state aggregate
KfSaveDirectory	0x00	0x04	slot_ids	u8[4]	supported	semantic_types.h;asm;xrefs	four save-slot identifiers
KfSaveDirectory	0x04	0x1c	reserved	u8[28]	opaque	semantic_types.h;asm;xrefs	reserved/unknown header range
KfSaveDirectory	0x20	0x60	summaries	KfSaveSlotSummary[4]	supported	semantic_types.h;asm;xrefs	four slot summaries
KfSaveHeader	0x00	0x200	playstation_header	u8[512]	supported	semantic_types.h;PlayStation-save-format	standard save header and icons
KfSaveHeader	0x200	0x80	directory	KfSaveDirectory	supported	semantic_types.h;asm;xrefs	King's Field directory
KfSavePayload	0x00	0xe0	player_state	u32[56]	supported	semantic_types.h;save_file_write_slot;save_file_read_slot;aligned-word-copy	verbatim copy of the 0xe0-byte player block starting at player_experience; word-aligned copy loop
KfSavePayload	0xe0	0x22c	unknown_0e0	u8[556]	opaque	semantic_types.h;asm	not touched by the write/read pair
KfSavePayload	0x30c	0x2134	world_state	u32[2125]	supported	semantic_types.h;save_file_write_slot;save_file_read_slot;aligned-word-copy	verbatim copy of the DAT_8009ddb4 block; word-aligned copy loop plus one word
KfSavePayload	0x2440	0xf0	unknown_2440	u8[240]	supported	semantic_types.h;save_file_write_slot;save_file_read_slot;alignment-checked-copy	verbatim copy of the DAT_800652a8 block; runtime-alignment-checked copy loop
KfSavePayload	0x2530	0x18	magic_flags	u8[24]	supported	semantic_types.h;save_file_write_slot;save_file_read_slot;20-byte-record-stride	first byte of each of the 24 20-byte magic records at DAT_8009ce60
KfSavePayload	0x2548	0x38	unknown_2548	u8[56]	opaque	semantic_types.h;asm	not touched by the write/read pair
KfSaveSlotSummary	0x00	0x18	fields	u32[6]	opaque	semantic_types.h;asm;xrefs	individual summary meanings unresolved
KfScreenVertex	0x00	0x04	sxy	DVECTOR	supported	semantic_types.h;game_semantic_projection_scratch.tsv;asm;RotTransPers;NormalClip	packed signed screen x/y written by the GTE and consumed as one word by clipping and GPU packets
KfScreenVertex	0x04	0x02	sz	s16	supported	semantic_types.h;game_semantic_projection_scratch.tsv;asm	projection depth read with lh for ordering-table arithmetic
KfScreenVertex	0x06	0x02	p2	s16	supported	semantic_types.h;game_semantic_projection_scratch.tsv;asm	doubled perspective term, or view-space z on the non-perspective path, read with lh for depth cueing
KfTmdF3	0x00	0x01	r	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdF3 field
KfTmdF3	0x01	0x01	g	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdF3 field
KfTmdF3	0x02	0x01	b	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdF3 field
KfTmdF3	0x03	0x01	mode	u8	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdF3 field
KfTmdF3	0x04	0x02	n0	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdF3 field
KfTmdF3	0x06	0x02	v0	u16	supported	semantic_types.h;asm;tmd_prepare_primitive_indices;Psy-Q-TMD-format	KfTmdF3 field
