# Reviewed SDK ownership evidence; see docs/patterns/sdk-data-ownership.md.
# Retail and native reference sites may belong to a consumer distinct from the defining module.
# Field seeds retain unresolved private names/types/extents; ownership alone is supported.
image	va	size	owner	basis	library	module	section	retail_site	sdk_site	referent	consumer_library	consumer_module	paired_site	decoded_target	note
GAME.EXE	0x80057d44	0x4	libgpu_sys	native-relocation	LIBGPU.LIB	SYS	.sdata	0x800526a4	0x2198	.sdata + 0x1c	LIBGPU.LIB	SYS	0x800526a8	0x80057d44	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057d48	0x4	libgpu_sys	native-relocation	LIBGPU.LIB	SYS	.sdata	0x80052690	0x2184	.sdata + 0x20	LIBGPU.LIB	SYS	0x80052694	0x80057d48	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057d4c	0x4	libgpu_sys	native-relocation	LIBGPU.LIB	SYS	.sdata	0x80051d88	0x1874	.sdata + 0x24	LIBGPU.LIB	SYS	0x80051d8c	0x80057d4c	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057d50	0x4	libgpu_sys	native-relocation	LIBGPU.LIB	SYS	.sdata	0x80051d18	0x1804	.sdata + 0x28	LIBGPU.LIB	SYS	0x80051d1c	0x80057d50	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057d54	0x4	libgpu_sys	native-relocation	LIBGPU.LIB	SYS	.sdata	0x80051e3c	0x1928	.sdata + 0x2c	LIBGPU.LIB	SYS	0x80051e40	0x80057d54	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057d58	0x4	libgpu_sys	native-relocation	LIBGPU.LIB	SYS	.sdata	0x80051e4c	0x1938	.sdata + 0x30	LIBGPU.LIB	SYS	0x80051e50	0x80057d58	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057d5c	0x4	libgpu_sys	native-relocation	LIBGPU.LIB	SYS	.sdata	0x80051e60	0x194c	.sdata + 0x34	LIBGPU.LIB	SYS	0x80051e64	0x80057d5c	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057d60	0x4	libgpu_sys	native-relocation	LIBGPU.LIB	SYS	.sdata	0x8005191c	0x1408	.sdata + 0x38	LIBGPU.LIB	SYS	0x80051920	0x80057d60	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057d64	0x4	libgpu_sys	native-relocation	LIBGPU.LIB	SYS	.sdata	0x80051930	0x141c	.sdata + 0x3c	LIBGPU.LIB	SYS	0x80051934	0x80057d64	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057d68	0x4	libgpu_sys	native-relocation	LIBGPU.LIB	SYS	.sdata	0x80051908	0x13f4	.sdata + 0x40	LIBGPU.LIB	SYS	0x8005190c	0x80057d68	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057d6c	0x4	libgpu_sys	native-relocation	LIBGPU.LIB	SYS	.sdata	0x800518bc	0x13a8	.sdata + 0x44	LIBGPU.LIB	SYS	0x800518c0	0x80057d6c	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057d70	0x4	libgpu_sys	native-relocation-in-matched-block	LIBGPU.LIB	SYS	.sdata	0x800522a4	0x1db4	.sdata + 0x48	LIBGPU.LIB	SYS	0x800522a8	0x80057d70	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057d74	0x4	libgpu_sys	native-relocation-in-matched-block	LIBGPU.LIB	SYS	.sdata	0x80052458	0x1f4c	.sdata + 0x4c	LIBGPU.LIB	SYS	0x8005245c	0x80057d74	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057e54	0x4	libgpu_vsync	reviewed-retail-family	LIBGPU.LIB	VSYNC		VSync		0x80057e54	LIBGPU.LIB	VSYNC			three hardware-register pointers and two runtime words; retail VSync accesses; native revision has a different group size
GAME.EXE	0x80057e58	0x4	libgpu_vsync	reviewed-retail-family	LIBGPU.LIB	VSYNC		VSync		0x80057e54	LIBGPU.LIB	VSYNC			three hardware-register pointers and two runtime words; retail VSync accesses; native revision has a different group size
GAME.EXE	0x80057e5c	0x4	libgpu_vsync	reviewed-retail-family	LIBGPU.LIB	VSYNC		VSync		0x80057e54	LIBGPU.LIB	VSYNC			three hardware-register pointers and two runtime words; retail VSync accesses; native revision has a different group size
GAME.EXE	0x80057e60	0x4	libgpu_vsync	reviewed-retail-family	LIBGPU.LIB	VSYNC		VSync		0x80057e54	LIBGPU.LIB	VSYNC			three hardware-register pointers and two runtime words; retail VSync accesses; native revision has a different group size
GAME.EXE	0x80057e64	0x4	libgpu_vsync	reviewed-retail-family	LIBGPU.LIB	VSYNC		VSync		0x80057e54	LIBGPU.LIB	VSYNC			three hardware-register pointers and two runtime words; retail VSync accesses; native revision has a different group size
GAME.EXE	0x80057eb0	0x1	libcd_sys	native-relocation	LIBCD.LIB	SYS	.sbss	0x8003ae44	0x1d8	.sbss	LIBCD.LIB	SYS	0x8003ae48	0x80057eb0	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057eb1	0x1	libcd_sys	native-relocation	LIBCD.LIB	SYS	.sbss	0x8003ae54	0x1e8	.sbss + 0x1	LIBCD.LIB	SYS	0x8003ae58	0x80057eb1	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057eb2	0x1	libcd_sys	native-relocation	LIBCD.LIB	SYS	.sbss	0x8003ae64	0x1f8	.sbss + 0x2	LIBCD.LIB	SYS	0x8003ae68	0x80057eb2	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057eb8	0x1	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sbss	0x8003b51c	0x64	.sbss	LIBCD.LIB	BIOS	0x8003b520	0x80057eb8	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057eb9	0x1	libcd_bios	native-relocation-in-matched-block	LIBCD.LIB	BIOS	.sbss	0x8003b8fc	0x4a8	.sbss + 0x1	LIBCD.LIB	BIOS	0x8003b900	0x80057eb9	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057eba	0x1	libcd_bios	native-relocation-in-matched-block	LIBCD.LIB	BIOS	.sbss	0x8003b960	0x50c	.sbss + 0x2	LIBCD.LIB	BIOS	0x8003b964	0x80057eba	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057ebb	0x1	libcd_bios	native-relocation-in-matched-block	LIBCD.LIB	BIOS	.sbss	0x8003b940	0x4ec	.sbss + 0x3	LIBCD.LIB	BIOS	0x8003b944	0x80057ebb	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057ebc	0x1	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sbss	0x8003bcb8	0x860	.sbss + 0x4	LIBCD.LIB	BIOS	0x8003bcbc	0x80057ebc	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057ebd	0x1	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sbss	0x8003ba48	0x5f0	.sbss + 0x5	LIBCD.LIB	BIOS	0x8003ba4c	0x80057ebd	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057ebf	0x1	libcd_bios	native-object-field	LIBCD.LIB	BIOS	.sbss	0x8003b51c	0x64	Intr at 0x80057eb8	LIBCD.LIB	BIOS	0x8003b520	0x80057eb8	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x80057ec0	0x4	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sbss	0x8003c394	0xe7c	.sbss + 0x18	LIBCD.LIB	BIOS	0x8003c398	0x80057ec0	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057ec8	0x4	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sbss	0x8003c38c	0xe74	.sbss + 0x20	LIBCD.LIB	BIOS	0x8003c390	0x80057ec8	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057ed0	0x4	libcd_bios	native-relocation	LIBCD.LIB	BIOS	.sbss	0x8003c414	0xefc	.sbss + 0x28	LIBCD.LIB	BIOS	0x8003c418	0x80057ed0	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057ed8	0x4	libcd_iso9660	native-relocation	LIBCD.LIB	ISO9660	.sbss	0x8003cd48	0x53c	.sbss	LIBCD.LIB	ISO9660	0x8003cd4c	0x80057ed8	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057ee0	0x4	libcd_iso9660	native-relocation-in-matched-block	LIBCD.LIB	ISO9660	.sbss	0x8003c9e8	0x1d8	.sbss + 0x8	LIBCD.LIB	ISO9660	0x8003c9ec	0x80057ee0	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057ee8	0x4	libcd_iso9660	native-relocation	LIBCD.LIB	ISO9660	.sbss	0x8003cd50	0x544	.sbss + 0x10	LIBCD.LIB	ISO9660	0x8003cd54	0x80057ee8	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057ef8	0x4	libcd_iso9660	native-relocation-in-matched-block	LIBCD.LIB	ISO9660	.sbss	0x8003ca28	0x218	.sbss + 0x20	LIBCD.LIB	ISO9660	0x8003ca2c	0x80057ef8	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057f80	0x4	libsnd_ssinit	native-relocation	LIBSND.LIB	SSINIT	.sbss	0x8003e914	0x5cc	.sbss	LIBSND.LIB	SSINIT	0x8003e918	0x80057f80	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057f88	0x4	libspu_spu	native-relocation	LIBSPU.LIB	SPU	.sbss	0x8003ec7c	0x128	.sbss	LIBSPU.LIB	SPU	0x8003ec80	0x80057f88	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057f90	0x2	libspu_spu	native-relocation	LIBSPU.LIB	SPU	.sbss	0x8003ec3c	0xe8	.sbss + 0x8	LIBSPU.LIB	SPU	0x8003ec40	0x80057f90	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057f98	0x4	libspu_spu	native-relocation	LIBSPU.LIB	SPU	.sbss	0x8003ec2c	0xd8	.sbss + 0x10	LIBSPU.LIB	SPU	0x8003ec30	0x80057f98	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057fa0	0x4	libspu_spu	native-relocation	LIBSPU.LIB	SPU	.sbss	0x8003ec34	0xe0	.sbss + 0x18	LIBSPU.LIB	SPU	0x8003ec38	0x80057fa0	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057fa8	0x4	libspu_spu	native-relocation	LIBSPU.LIB	SPU	.sbss	0x80040ca0	0x1b50	.sbss + 0x20	LIBSPU.LIB	SPU	0x80040ca4	0x80057fa8	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057fb0	0x4	libspu_spu	native-relocation	LIBSPU.LIB	SPU	.sbss	0x80040f5c	0x1d44	.sbss + 0x28	LIBSPU.LIB	SPU	0x80040f60	0x80057fb0	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057fb8	0x4	libspu_spu	native-relocation	LIBSPU.LIB	SPU	.sbss	0x80040f64	0x1d4c	.sbss + 0x30	LIBSPU.LIB	SPU	0x80040f68	0x80057fb8	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057fc0	0x4	libspu_spu	native-relocation	LIBSPU.LIB	SPU	.sbss	0x80040f84	0x1d6c	.sbss + 0x38	LIBSPU.LIB	SPU	0x80040f88	0x80057fc0	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057fd0	0x4	libspu_s_m_int	native-relocation	LIBSPU.LIB	S_M_INT	.sbss	0x800418b4	0x350	.sbss	LIBSPU.LIB	S_M_INT	0x800418b8	0x80057fd0	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057fd8	0x4	libspu_s_m_int	native-relocation	LIBSPU.LIB	S_M_INT	.sbss	0x80041584	0x20	.sbss + 0x8	LIBSPU.LIB	S_M_INT	0x80041588	0x80057fd8	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057fe0	0x1	libsnd_vmanager	native-relocation	LIBSND.LIB	VMANAGER	.bss	0x800435e0	0x12f8	spuVmMaxVoice	LIBSND.LIB	VMANAGER	0x800435e4	0x80057fe0	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057fe8	0x2	libsnd_vmanager	native-relocation	LIBSND.LIB	VMANAGER	.sbss	0x80044624	0x2448	.sbss	LIBSND.LIB	VMANAGER	0x80044628	0x80057fe8	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057ff0	0x2	libsnd_vmanager	native-relocation	LIBSND.LIB	VMANAGER	.sbss	0x8004308c	0xd44	.sbss + 0x8	LIBSND.LIB	VMANAGER	0x80043090	0x80057ff0	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x80057ff8	0x4	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit/SpuVmAlloc/SpuVmFlush		0x80057ff8	LIBSND.LIB	VMANAGER			three voice-mask words initialized, allocated and flushed by VMANAGER
GAME.EXE	0x80058000	0x4	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit/SpuVmAlloc/SpuVmFlush		0x80057ff8	LIBSND.LIB	VMANAGER			three voice-mask words initialized, allocated and flushed by VMANAGER
GAME.EXE	0x80058008	0x4	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit/SpuVmAlloc/SpuVmFlush		0x80057ff8	LIBSND.LIB	VMANAGER			three voice-mask words initialized, allocated and flushed by VMANAGER
GAME.EXE	0x800598f0	0x1	libcd_bios	native-object-field	LIBCD.LIB	BIOS	.bss	0x8003bab0	0x658	Result at 0x800598b8	LIBCD.LIB	BIOS	0x8003bab4	0x800598e0	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x800598f1	0x1	libcd_bios	native-object-field	LIBCD.LIB	BIOS	.bss	0x8003bab0	0x658	Result at 0x800598b8	LIBCD.LIB	BIOS	0x8003bab4	0x800598e0	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x800598f8	0x4	libcd_iso9660	native-relocation-in-matched-block	LIBCD.LIB	ISO9660	.bss	0x8003ca00	0x1f0	.bss	LIBCD.LIB	ISO9660	0x8003ca04	0x800598f8	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x800598fc	0x4	libcd_iso9660	native-object-field	LIBCD.LIB	ISO9660	.bss	0x8003ca00	0x1f0	file at 0x800598f8	LIBCD.LIB	ISO9660	0x8003ca04	0x800598f8	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x80059900	0x4	libcd_iso9660	native-object-field	LIBCD.LIB	ISO9660	.bss	0x8003ca00	0x1f0	file at 0x800598f8	LIBCD.LIB	ISO9660	0x8003ca04	0x800598f8	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x80059904	0x4	libcd_iso9660	native-object-field	LIBCD.LIB	ISO9660	.bss	0x8003ca00	0x1f0	file at 0x800598f8	LIBCD.LIB	ISO9660	0x8003ca04	0x800598f8	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x80059908	0x4	libcd_iso9660	native-object-field	LIBCD.LIB	ISO9660	.bss	0x8003ca00	0x1f0	file at 0x800598f8	LIBCD.LIB	ISO9660	0x8003ca04	0x800598f8	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x80059910	0x4	libcd_iso9660	native-object-field	LIBCD.LIB	ISO9660	.bss	0x8003ca00	0x1f0	file at 0x800598f8	LIBCD.LIB	ISO9660	0x8003ca04	0x800598f8	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x8005a3d9	0x1	libcd_iso9660	native-relocation-in-matched-block	LIBCD.LIB	ISO9660	.bss	0x8003c884	0x74	.bss + 0xb81	LIBCD.LIB	ISO9660	0x8003c888	0x8005a3d9	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x8005a3da	0x1	libcd_iso9660	native-object-field	LIBCD.LIB	ISO9660	.bss	0x8003c884	0x74	work1 at 0x8005a3d8	LIBCD.LIB	ISO9660	0x8003c888	0x8005a3d9	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x8005a3db	0x1	libcd_iso9660	native-object-field	LIBCD.LIB	ISO9660	.bss	0x8003c884	0x74	work1 at 0x8005a3d8	LIBCD.LIB	ISO9660	0x8003c888	0x8005a3d9	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x8005a3dc	0x1	libcd_iso9660	native-object-field	LIBCD.LIB	ISO9660	.bss	0x8003c884	0x74	work1 at 0x8005a3d8	LIBCD.LIB	ISO9660	0x8003c888	0x8005a3d9	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x8005a3dd	0x1	libcd_iso9660	native-object-field	LIBCD.LIB	ISO9660	.bss	0x8003c884	0x74	work1 at 0x8005a3d8	LIBCD.LIB	ISO9660	0x8003c888	0x8005a3d9	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x8005a4d8	0x4	libcd_iso9660	native-relocation	LIBCD.LIB	ISO9660	.bss	0x8003cb1c	0x310	.bss + 0xc80	LIBCD.LIB	ISO9660	0x8003cb20	0x8005a4d8	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x8005a4dc	0x4	libcd_iso9660	native-object-field	LIBCD.LIB	ISO9660	.bss	0x8003cb1c	0x310	load_buf at 0x8005a4d8	LIBCD.LIB	ISO9660	0x8003cb20	0x8005a4d8	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x8005a4e0	0x4	libcd_iso9660	native-object-field	LIBCD.LIB	ISO9660	.bss	0x8003cb1c	0x310	load_buf at 0x8005a4d8	LIBCD.LIB	ISO9660	0x8003cb20	0x8005a4d8	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x8005a4e4	0x4	libcd_iso9660	native-object-field	LIBCD.LIB	ISO9660	.bss	0x8003cb1c	0x310	load_buf at 0x8005a4d8	LIBCD.LIB	ISO9660	0x8003cb20	0x8005a4d8	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x8005a4f8	0x1	libcd_iso9660	native-object-field	LIBCD.LIB	ISO9660	.bss	0x8003cb1c	0x310	load_buf at 0x8005a4d8	LIBCD.LIB	ISO9660	0x8003cb20	0x8005a4d8	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x8005acd8	0x2	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005acda	0x2	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005acdc	0x2	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005acde	0x2	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005ace0	0x2	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005ace2	0x2	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005ace4	0x2	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005ace6	0x2	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005ace8	0x2	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005acea	0x2	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005acec	0x2	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005acef	0x1	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005acf0	0x2	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005acf2	0x2	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005acf6	0x2	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005acfa	0x2	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005ad02	0x2	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005ad04	0x2	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005ad07	0x1	libsnd_vmanager	reviewed-retail-family	LIBSND.LIB	VMANAGER		SpuVmInit		0x8005acd8	LIBSND.LIB	VMANAGER			24 voice records; native _svm_voice relocation family; CD_cachefile reference is exclusive load_buf end
GAME.EXE	0x8005af18	0x2	libsnd_vmanager	native-relocation-in-matched-block	LIBSND.LIB	VMANAGER	.bss	0x80042560	0x21c	.bss + 0x240	LIBSND.LIB	VMANAGER	0x80042564	0x8005af18	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x8005af1a	0x2	libsnd_vmanager	native-relocation-in-matched-block	LIBSND.LIB	VMANAGER	.bss	0x80042570	0x22c	.bss + 0x242	LIBSND.LIB	VMANAGER	0x80042574	0x8005af1a	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x8005af1c	0x2	libsnd_vmanager	native-relocation-in-matched-block	LIBSND.LIB	VMANAGER	.bss	0x80042580	0x23c	.bss + 0x244	LIBSND.LIB	VMANAGER	0x80042584	0x8005af1c	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x8005af1e	0x2	libsnd_vmanager	native-relocation-in-matched-block	LIBSND.LIB	VMANAGER	.bss	0x80042590	0x24c	.bss + 0x246	LIBSND.LIB	VMANAGER	0x80042594	0x8005af1e	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x8005af20	0x2	libsnd_vmanager	native-object-field	LIBSND.LIB	VMANAGER	.bss	0x80042560	0x21c	acc at 0x8005af18	LIBSND.LIB	VMANAGER	0x80042564	0x8005af18	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x8005af22	0x2	libsnd_vmanager	native-object-field	LIBSND.LIB	VMANAGER	.bss	0x80042560	0x21c	acc at 0x8005af18	LIBSND.LIB	VMANAGER	0x80042564	0x8005af18	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x8005af24	0x2	libsnd_vmanager	native-object-field	LIBSND.LIB	VMANAGER	.bss	0x80042560	0x21c	acc at 0x8005af18	LIBSND.LIB	VMANAGER	0x80042564	0x8005af18	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x8005af26	0x2	libsnd_vmanager	native-object-field	LIBSND.LIB	VMANAGER	.bss	0x80042560	0x21c	acc at 0x8005af18	LIBSND.LIB	VMANAGER	0x80042564	0x8005af18	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x8005b020	0x1	libsnd_vmanager	native-relocation	LIBSND.LIB	VMANAGER	.bss	0x800438d0	0x15ec	.bss + 0x348	LIBSND.LIB	VMANAGER	0x800438d4	0x8005b020	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x8005b021	0x1	libsnd_vmanager	native-object-field	LIBSND.LIB	VMANAGER	.bss	0x800438d0	0x15ec	_svm_vab_used at 0x8005b020	LIBSND.LIB	VMANAGER	0x800438d4	0x8005b020	field inside individually bound native object; seed width retained; no blanket section-base inference
GAME.EXE	0x8005b070	0x4	libsnd_vmanager	native-relocation	LIBSND.LIB	VMANAGER	.bss	0x8004601c	0x3a5c	.bss + 0x398	LIBSND.LIB	VMANAGER	0x80046020	0x8005b070	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x8005b074	0x4	libsnd_vmanager	native-relocation	LIBSND.LIB	VMANAGER	.bss	0x80046030	0x3a70	.bss + 0x39c	LIBSND.LIB	VMANAGER	0x80046034	0x8005b074	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x8005b078	0x2	libsnd_vmanager	native-relocation	LIBSND.LIB	VMANAGER	.bss	0x800460f8	0x3b38	.bss + 0x3a0	LIBSND.LIB	VMANAGER	0x800460fc	0x8005b078	matched native reference establishes module ownership; private identity and complete layout remain WIP
GAME.EXE	0x8005b07a	0x2	libsnd_vmanager	native-relocation	LIBSND.LIB	VMANAGER	.bss	0x80046100	0x3b40	.bss + 0x3a2	LIBSND.LIB	VMANAGER	0x80046104	0x8005b07a	matched native reference establishes module ownership; private identity and complete layout remain WIP
